0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	9.20365838443532e-07	-9.14230066187242e-06	-4.89634626051959e-06	5.52219503066119e-07	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-1.89332401051241e-06	2.79913930331959e-05	-0.000186872832915362	1.16912757649141e-05	8.59008115880630e-08	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-0.000271302812239703	0.00257756254252265	0.00360918570967282	-0.000482319032444673	1.51588636286118e-05	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	-4.15128820082721e-05	5.70837189169491e-05	0.00616676842465120	0.00164715156835668	-0.000253587961196899	5.02256786122042e-06	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	5.02256786122042e-06	-0.000192075967788696	0.00108478349797866	0.00657444841721479	-9.20523615444408e-05	-2.71849772509407e-05	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1.22136929455925e-05	-0.000517873203053194	0.00420345628962797	0.00411762910730699	-0.000468108583899105	5.62387354233686e-06	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	8.59008115880630e-08	-4.10395510056440e-05	0.000171549179974724	0.00709017935921164	0.000171463279163136	-3.92969916848575e-05	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	5.62387354233686e-06	-0.000469249837538775	0.00414009655223173	0.00414009655223173	-0.000469249837538775	5.62387354233686e-06	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	-3.92969916848575e-05	0.000177123967339011	0.00703457523794735	0.000220361877890194	-3.98229150211110e-05	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	5.62387354233686e-06	-0.000547137330560123	0.00492733892272501	0.00356982911334318	-0.000374729142469518	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	-0.000105929725310382	0.000991574105094461	0.00487953950377072	-0.000316898612415089	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	9.84703793245203e-06	-8.59060708214255e-05	-8.54888383079978e-05	1.25502838807947e-05	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	8.59008115880630e-08	-1.14125363966998e-06	-1.21120144339169e-05	6.01305681116441e-07	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
