2408826617526,44.023224,5.562912,65.2691
2408831530856,43.490143,5.647747,65.63518
2408836444187,43.133698,5.618155,65.83314
2408841388034,42.950592,5.586174,65.77897
2408846301364,42.826477,5.6283154,65.58571
2408851214694,42.769775,5.6790338,65.29278
2408856128024,42.76413,5.693504,64.95885
2408861041355,42.771393,5.692799,64.61816
2408865954685,42.754944,5.6930213,64.33105
2408870868015,42.667114,5.7192526,64.13452
2408875781345,42.54315,5.707597,64.03394
2408880694675,42.355682,5.670052,64.05289
2408885638522,42.06668,5.670933,64.14461
2408890551853,41.82245,5.6306,64.26842
2408895465183,41.60254,5.6035895,64.36622
2408900378513,41.4368,5.5637345,64.42078
2408905291843,41.300354,5.5184193,64.44852
2408910235690,41.220886,5.4730673,64.434586
2408915149021,41.17868,5.457305,64.3736
2408920092868,41.17804,5.440249,64.28728
2408925006198,41.203217,5.4235334,64.20172
2408929919528,41.229187,5.400968,64.13635
2408934832858,41.26599,5.3686533,64.083176
2408939746188,41.2894,5.3546257,64.04465
2408944659519,41.260437,5.3669553,64.017
2408949572849,41.261322,5.407033,63.981922
2408954516696,41.26001,5.4694047,63.94154
2408959430026,41.274536,5.5120754,63.905304
2408964373874,41.281586,5.5497346,63.87093
2408969287204,41.30139,5.598074,63.837997
2408974200534,41.308167,5.662336,63.816753
2408979113864,41.300232,5.7180824,63.82726
2408984027194,41.25833,5.7673326,63.85589
2408988940524,41.25116,5.80195,63.89038
2408993853855,41.28247,5.805335,63.907772
2408998767185,41.334686,5.8017187,63.918777
2409003680515,41.399323,5.787257,63.936646
2409008624362,41.494904,5.74518,63.97188
2409013537692,41.591125,5.6809487,64.06371
2409018481540,41.694458,5.5765934,64.22169
2409023394870,41.79474,5.426852,64.41617
2409028308200,41.941437,5.2625723,64.637375
2409033221530,42.11798,5.09177,64.86089
2409038134860,42.332306,4.91159,65.07737
2409043078708,42.55548,4.727245,65.29342
2409047992038,42.808655,4.543529,65.507645
2409052905368,43.07434,4.3518834,65.71906
2409057818698,43.351074,4.150535,65.91912
2409062762546,43.625793,3.9359696,66.10096
2409067675876,43.90854,3.7369285,66.255554
2409072589206,44.188873,3.5441134,66.38673
2409077502536,44.463287,3.3530455,66.49976
2409082415866,44.725464,3.1698723,66.59842
2409087329196,44.926544,3.0013535,66.704544
2409092242526,45.11792,2.84683,66.836105
2409097186374,45.291656,2.6935065,66.98078
2409102099704,45.447144,2.5521462,67.135124
2409107013034,45.571136,2.406482,67.3009
2409111926364,45.72348,2.2703369,67.474
2409116870212,45.88208,2.1335928,67.660866
2409121783542,46.049866,1.9875714,67.86462
2409126696872,46.204865,1.8325306,68.08067
2409131610202,46.39676,1.6617357,68.31112
2409136523532,46.593445,1.4824209,68.550606
2409141467380,46.800476,1.2910495,68.77753
2409146380710,46.967224,1.1203939,68.972626
2409151294040,47.144714,0.97292644,69.13212
2409156237888,47.28418,0.8673416,69.263245
2409161151218,47.3739,0.8137116,69.36806
2409166064548,47.400726,0.8082148,69.44989
2409170977878,47.39142,0.84005606,69.516426
2409175891208,47.349426,0.89127624,69.56033
2409180804538,47.28769,0.9506297,69.57627
2409185748386,47.17975,1.0184796,69.55926
2409190661716,47.092834,1.0986046,69.51152
2409195575046,46.981262,1.2047689,69.4435
2409200518894,46.845367,1.3355701,69.36176
2409205432224,46.650208,1.4881637,69.27
2409210345554,46.48401,1.6609775,69.17011
2409215258884,46.307648,1.8472323,69.07028
2409220172214,46.134766,2.029458,68.97749
2409225085544,45.94867,2.2071755,68.894196
2409230029392,45.795532,2.3728142,68.82177
2409234942722,45.6651,2.5115707,68.76206
2409239856052,45.549652,2.634731,68.713875
2409244799899,45.432343,2.7486453,68.67166
2409249713230,45.34909,2.8442705,68.641
2409254626560,45.26889,2.9377158,68.625374
2409259539890,45.199585,3.014678,68.6215
2409264453220,45.11725,3.078716,68.62267
2409269366550,45.056854,3.1389964,68.623375
2409274310397,44.994873,3.198572,68.62005
2409279223728,44.93155,3.2536025,68.61095
2409284137058,44.81476,3.3056798,68.58974
2409289050388,44.73947,3.362924,68.55848
2409293963718,44.645477,3.4377239,68.51689
2409298877048,44.527863,3.5371048,68.46422
2409303820896,44.392273,3.6566496,68.39666
2409308734226,44.24466,3.7920403,68.318054
2409313647556,44.07852,3.93895,68.22606
2409318591403,43.900574,4.0996633,68.114655
2409323504733,43.714478,4.2750115,67.98242
2409328448581,43.521027,4.469641,67.828384
2409333361911,43.31491,4.6760607,67.66046
2409338275241,43.104584,4.887122,67.48261
2409343188571,42.891785,5.099778,67.29481
2409348101901,42.64087,5.307741,67.09543
2409353015231,42.4328,5.5171614,66.878365
2409357928562,42.22415,5.7261033,66.64647
2409362841892,42.010315,5.935502,66.4106
2409367785739,41.780792,6.148486,66.17112
2409372699069,41.55255,6.356043,65.92334
2409377612399,41.32187,6.5626884,65.65992
2409382525730,41.08661,6.7755904,65.37579
2409387469577,40.82776,6.99411,65.06411
2409392382907,40.590393,7.221211,64.73915
2409397296237,40.348846,7.4553056,64.402824
2409402209567,40.10544,7.690147,64.05827
2409407153415,39.858185,7.926157,63.714718
2409412066745,39.610443,8.152833,63.38751
2409416980075,39.367523,8.3654585,63.074
2409421893405,39.134552,8.564019,62.77247
2409426806735,38.89856,8.750573,62.48496
2409431720065,38.692413,8.92178,62.21357
2409436663913,38.503204,9.074452,61.95793
2409441577243,38.33786,9.206571,61.719666
2409446490573,38.20343,9.316596,61.49967
2409451434421,38.08255,9.407249,61.30437
2409456347751,37.974945,9.481586,61.14048
2409461291599,37.882355,9.5369425,61.002678
2409466204929,37.783478,9.580463,60.88903
2409471118259,37.723938,9.602108,60.794968
2409476031589,37.684723,9.604541,60.713043
2409480944919,37.672607,9.587813,60.630375
2409485858249,37.69049,9.555917,60.54092
